customer_age,contacts_count_12_mon,credit_limit,total_revolving_bal,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,trans_amt_per_dependent,trans_ct_per_dependent,trans_amt_per_products,trans_ct_per_products,avg_trans_amt,proportion_inactive_months,products_per_tenure,trans_ct_per_contacts,products_per_inactivity,trans_ct_per_inactivity,trans_amt_per_credit_limit,age_per_tenure,trans_ct_per_tenure,trans_amt_per_tenure,total_spending,education_income_levels,churn_flag
65.0,3.0,4599.0,1438.0,0.8320000171661377,4208.0,69.0,0.8650000095367432,0.313,4208.0,69.0,1402.6666259765625,23.0,60.98550796508789,0.018518518656492233,0.0555555559694767,23.0,3.0,69.0,0.9149815440177917,1.203703761100769,1.2777777910232544,77.9259262084961,5646.0,1.0,0
32.0,3.0,3413.0,2517.0,0.984000027179718,4355.0,71.0,0.9190000295639038,0.737,4355.0,71.0,1451.6666259765625,23.66666603088379,61.33802795410156,0.09090909361839294,0.13636364042758942,23.66666603088379,1.5,35.5,1.2760034799575806,1.454545497894287,3.2272727489471436,197.9545440673828,6872.0,1.0,0
54.0,4.0,2556.0,2260.0,0.4869999885559082,1401.0,30.0,0.5789999961853027,0.884,467.0,10.0,233.5,5.0,46.70000076293945,0.0555555559694767,0.1666666716337204,7.5,3.0,15.0,0.5481220483779907,1.5,0.8333333134651184,38.91666793823242,3661.0,0.0,0
37.0,2.0,3433.0,964.0,0.5260000228881836,4444.0,87.0,0.6420000195503235,0.281,2222.0,43.5,888.7999877929688,17.399999618530273,51.08045959472656,0.095238097012043,0.2380952388048172,43.5,2.5,43.5,1.29449462890625,1.7619047164916992,4.142857074737549,211.61904907226562,5408.0,3.0,0
49.0,1.0,11115.0,1292.0,0.796999990940094,3956.0,74.0,0.609000027179718,0.116,791.2000122070312,14.800000190734863,791.2000122070312,14.800000190734863,53.4594612121582,0.05714285746216774,0.1428571492433548,74.0,2.5,37.0,0.3559154272079468,1.399999976158142,2.114285707473755,113.02857208251953,5248.0,4.0,0
50.0,2.0,17158.0,1211.0,0.777999997138977,4153.0,91.0,0.6850000023841858,0.071,4153.0,91.0,830.5999755859375,18.200000762939453,45.63736343383789,0.09090909361839294,0.1515151560306549,45.5,1.6666666269302368,30.33333396911621,0.24204452335834503,1.5151515007019043,2.757575750350952,125.8484878540039,5364.0,5.0,0
34.0,3.0,3265.0,2517.0,0.9520000219345093,1843.0,35.0,0.9440000057220459,0.771,614.3333129882812,11.666666984558105,460.75,8.75,52.657142639160156,0.11538461595773697,0.1538461595773697,11.666666984558105,1.3333333730697632,11.666666984558105,0.5644716620445251,1.307692289352417,1.3461538553237915,70.88461303710938,4360.0,3.0,0
53.0,1.0,11450.0,2129.0,0.9559999704360962,2197.0,45.0,0.9570000171661377,0.186,732.3333129882812,15.0,732.3333129882812,15.0,48.82222366333008,0.0833333358168602,0.0833333358168602,45.0,1.0,15.0,0.19187772274017334,1.4722222089767456,1.25,61.02777862548828,4326.0,3.0,0
51.0,3.0,1757.0,331.0,0.8790000081062317,2377.0,47.0,0.515999972820282,0.188,0.0,0.0,594.25,11.75,50.574466705322266,0.0625,0.125,15.666666984558105,2.0,23.5,1.3528741598129272,1.59375,1.46875,74.28125,2708.0,3.0,1
49.0,3.0,1438.300048828125,0.0,0.7820000052452087,2170.0,41.0,0.46399998664855957,0.0,542.5,10.25,361.6666564941406,6.833333492279053,52.92683029174805,0.0833333358168602,0.1666666716337204,13.666666984558105,2.0,13.666666984558105,1.5087255239486694,1.3611111640930176,1.1388888359069824,60.27777862548828,2170.0,0.0,0
47.0,1.0,34516.0,1349.0,0.6740000247955322,8582.0,106.0,0.7670000195503235,0.039,4291.0,53.0,4291.0,53.0,80.96226501464844,0.02857142873108387,0.05714285746216774,106.0,2.0,106.0,0.248638316988945,1.3428571224212646,3.028571367263794,245.1999969482422,9931.0,4.0,0
41.0,4.0,2873.0,1247.0,0.8889999985694885,3943.0,80.0,0.7020000219345093,0.434,1314.3333740234375,26.66666603088379,657.1666870117188,13.333333015441895,49.287498474121094,0.1666666716337204,0.1666666716337204,20.0,1.0,13.333333015441895,1.3724329471588135,1.1388888359069824,2.222222328186035,109.52777862548828,5190.0,3.0,0
46.0,2.0,17698.0,1769.0,0.6230000257492065,8056.0,95.0,0.5830000042915344,0.1,8056.0,95.0,4028.0,47.5,84.80000305175781,0.0833333358168602,0.0555555559694767,47.5,0.6666666865348816,31.66666603088379,0.4551926851272583,1.2777777910232544,2.6388888359069824,223.77777099609375,9825.0,3.0,0
46.0,1.0,5798.0,680.0,0.7080000042915344,5027.0,82.0,0.6399999856948853,0.117,1256.75,20.5,2513.5,41.0,61.30487823486328,0.03125,0.0625,82.0,2.0,82.0,0.8670231103897095,1.4375,2.5625,157.09375,5707.0,3.0,0
37.0,3.0,9661.0,0.0,0.9259999990463257,2825.0,60.0,0.8180000185966492,0.0,2825.0,60.0,470.8333435058594,10.0,47.08333206176758,0.09375,0.1875,20.0,2.0,20.0,0.29241278767585754,1.15625,1.875,88.28125,2825.0,0.0,0
34.0,2.0,32056.0,1668.0,0.7710000276565552,12595.0,106.0,0.6830000281333923,0.052,3148.75,26.5,6297.5,53.0,118.82075500488281,0.07692307978868484,0.07692307978868484,53.0,1.0,53.0,0.39290615916252136,1.307692289352417,4.07692289352417,484.4230651855469,14263.0,1.0,0
36.0,3.0,1493.0,0.0,0.7210000157356262,2516.0,63.0,0.574999988079071,0.0,2516.0,63.0,629.0,15.75,39.93650817871094,0.06896551698446274,0.13793103396892548,21.0,2.0,31.5,1.6851975917816162,1.2413792610168457,2.1724138259887695,86.75862121582031,2516.0,3.0,1
35.0,4.0,3454.0,1603.0,1.0779999494552612,1575.0,41.0,0.5189999938011169,0.464,787.5,20.5,393.75,10.25,38.414634704589844,0.0833333358168602,0.1111111119389534,10.25,1.3333333730697632,13.666666984558105,0.45599305629730225,0.9722222089767456,1.1388888359069824,43.75,3178.0,4.0,0
48.0,2.0,11959.0,1665.0,0.675000011920929,1191.0,40.0,0.48100000619888306,0.139,397.0,13.333333015441895,397.0,13.333333015441895,29.774999618530273,0.0810810774564743,0.0810810774564743,20.0,1.0,13.333333015441895,0.09959026426076889,1.2972972393035889,1.0810810327529907,32.18918991088867,2856.0,4.0,0
38.0,4.0,3554.0,0.0,0.7820000052452087,2372.0,44.0,0.6299999952316284,0.0,2372.0,44.0,474.3999938964844,8.800000190734863,53.90909194946289,0.07692307978868484,0.19230769574642181,11.0,2.5,22.0,0.6674169898033142,1.4615384340286255,1.692307710647583,91.23076629638672,2372.0,1.0,1
44.0,2.0,2717.0,1720.0,0.8690000176429749,4196.0,71.0,0.6140000224113464,0.633,1049.0,17.75,699.3333129882812,11.833333015441895,59.09859085083008,0.125,0.25,35.5,2.0,23.66666603088379,1.5443503856658936,1.8333333730697632,2.9583332538604736,174.8333282470703,5916.0,0.0,0
45.0,4.0,14290.0,1432.0,0.8149999976158142,14709.0,125.0,0.6890000104904175,0.1,3677.25,31.25,2941.800048828125,25.0,117.6719970703125,0.07692307978868484,0.12820513546466827,31.25,1.6666666269302368,41.66666793823242,1.0293211936950684,1.1538461446762085,3.2051281929016113,377.1538391113281,16141.0,4.0,0
51.0,1.0,7088.0,1750.0,0.6179999709129333,4691.0,76.0,0.7269999980926514,0.247,1563.6666259765625,25.33333396911621,4691.0,76.0,61.72368240356445,0.05128205195069313,0.025641025975346565,76.0,0.5,38.0,0.6618227958679199,1.307692289352417,1.9487179517745972,120.28205108642578,6441.0,6.0,0
55.0,2.0,3552.0,2517.0,0.8650000095367432,2665.0,36.0,0.3330000042915344,0.709,2665.0,36.0,666.25,9.0,74.02777862548828,0.0555555559694767,0.1111111119389534,18.0,2.0,18.0,0.7502815127372742,1.5277777910232544,1.0,74.02777862548828,5182.0,3.0,1
30.0,3.0,4726.0,1380.0,0.621999979019165,1723.0,31.0,0.550000011920929,0.292,1723.0,31.0,344.6000061035156,6.199999809265137,55.58064651489258,0.0555555559694767,0.2777777910232544,10.333333015441895,5.0,31.0,0.3645789325237274,1.6666666269302368,1.7222222089767456,95.72222137451172,3103.0,1.0,0
43.0,1.0,18008.0,2517.0,0.7749999761581421,2659.0,55.0,0.8330000042915344,0.14,1329.5,27.5,664.75,13.75,48.345455169677734,0.06666667014360428,0.13333334028720856,55.0,2.0,27.5,0.14765658974647522,1.4333332777023315,1.8333333730697632,88.63333129882812,5176.0,4.0,0
39.0,4.0,2527.0,2204.0,0.8999999761581421,4598.0,85.0,0.7710000276565552,0.872,1532.6666259765625,28.33333396911621,919.5999755859375,17.0,54.0941162109375,0.0833333358168602,0.1388888955116272,21.25,1.6666666269302368,28.33333396911621,1.8195488452911377,1.0833333730697632,2.3611111640930176,127.72222137451172,6802.0,5.0,0
37.0,0.0,22352.0,2517.0,3.3550000190734863,1350.0,24.0,1.1820000410079956,0.113,450.0,8.0,270.0,4.800000190734863,56.25,0.0555555559694767,0.1388888955116272,0.0,2.5,12.0,0.060397278517484665,1.0277777910232544,0.6666666865348816,37.5,3867.0,2.0,0
44.0,2.0,34516.0,1106.0,0.7760000228881836,7936.0,76.0,0.7670000195503235,0.032,2645.333251953125,25.33333396911621,7936.0,76.0,104.42105102539062,0.0555555559694767,0.02777777798473835,38.0,0.5,38.0,0.229922354221344,1.2222222089767456,2.1111111640930176,220.44444274902344,9042.0,5.0,0
53.0,3.0,2883.0,1936.0,0.8610000014305115,4244.0,53.0,0.656000018119812,0.672,0.0,0.0,707.3333129882812,8.833333015441895,80.07546997070312,0.0555555559694767,0.1666666716337204,17.66666603088379,3.0,26.5,1.47207772731781,1.4722222089767456,1.4722222089767456,117.88888549804688,6180.0,2.0,0
37.0,3.0,15326.0,0.0,1.159000039100647,2990.0,55.0,0.9639999866485596,0.0,0.0,0.0,598.0,11.0,54.3636360168457,0.07407407462596893,0.18518517911434174,18.33333396911621,2.5,27.5,0.1950933039188385,1.3703703880310059,2.0370371341705322,110.74073791503906,2990.0,7.0,0
37.0,2.0,2930.0,2024.0,0.902999997138977,1686.0,34.0,0.699999988079071,0.691,421.5,8.5,337.20001220703125,6.800000190734863,49.588233947753906,0.0555555559694767,0.2777777910232544,17.0,5.0,34.0,0.5754266381263733,2.055555582046509,1.8888888359069824,93.66666412353516,3710.0,0.0,0
34.0,2.0,2275.0,1468.0,0.7570000290870667,4977.0,88.0,0.6919999718666077,0.645,1659.0,29.33333396911621,829.5,14.666666984558105,56.556819915771484,0.07999999821186066,0.23999999463558197,44.0,3.0,44.0,2.187692403793335,1.3600000143051147,3.5199999809265137,199.0800018310547,6445.0,4.0,0
55.0,3.0,2721.0,0.0,0.5080000162124634,5443.0,73.0,0.9729999899864197,0.0,5443.0,73.0,5443.0,73.0,74.5616455078125,0.08163265138864517,0.020408162847161293,24.33333396911621,0.25,18.25,2.0003674030303955,1.1224489212036133,1.4897959232330322,111.08163452148438,5443.0,3.0,0
55.0,1.0,1745.0,1168.0,0.7009999752044678,4562.0,67.0,0.6340000033378601,0.669,2281.0,33.5,4562.0,67.0,68.08955383300781,0.06976744532585144,0.023255813866853714,67.0,0.3333333432674408,22.33333396911621,2.6143267154693604,1.2790697813034058,1.5581395626068115,106.09302520751953,5730.0,3.0,0
36.0,3.0,1888.0,0.0,0.9279999732971191,1886.0,66.0,0.6499999761581421,0.0,1886.0,66.0,314.3333435058594,11.0,28.57575798034668,0.11999999731779099,0.23999999463558197,22.0,2.0,22.0,0.9989407062530518,1.440000057220459,2.640000104904175,75.44000244140625,1886.0,3.0,0
50.0,3.0,21872.0,1118.0,0.6579999923706055,1806.0,31.0,0.4090000092983246,0.051,602.0,10.333333015441895,451.5,7.75,58.25806427001953,0.04444444552063942,0.08888889104127884,10.333333015441895,2.0,15.5,0.08257132768630981,1.1111111640930176,0.6888889074325562,40.13333511352539,2924.0,5.0,0
49.0,1.0,5153.0,1378.0,0.7440000176429749,4274.0,81.0,0.7229999899864197,0.267,4274.0,81.0,712.3333129882812,13.5,52.76543045043945,0.0555555559694767,0.1666666716337204,81.0,3.0,40.5,0.829419732093811,1.3611111640930176,2.25,118.72222137451172,5652.0,3.0,0
39.0,2.0,1493.0,792.0,0.6880000233650208,4131.0,80.0,0.7020000219345093,0.53,2065.5,40.0,688.5,13.333333015441895,51.63750076293945,0.0714285746216774,0.2142857164144516,40.0,3.0,40.0,2.7669122219085693,1.3928571939468384,2.857142925262451,147.5357208251953,4923.0,0.0,0
39.0,2.0,7410.0,2517.0,1.9240000247955322,2398.0,37.0,1.1759999990463257,0.34,1199.0,18.5,599.5,9.25,64.8108139038086,0.08571428805589676,0.11428571492433548,18.5,1.3333333730697632,12.333333015441895,0.32361674308776855,1.1142857074737549,1.0571428537368774,68.5142822265625,4915.0,4.0,0
47.0,1.0,4907.0,773.0,0.5170000195503235,5088.0,71.0,0.6510000228881836,0.158,1272.0,17.75,1696.0,23.66666603088379,71.66197204589844,0.05714285746216774,0.08571428805589676,71.0,1.5,35.5,1.0368860960006714,1.3428571224212646,2.028571367263794,145.37142944335938,5861.0,1.0,0
53.0,2.0,34516.0,2517.0,0.7409999966621399,1475.0,33.0,0.8330000042915344,0.073,491.6666564941406,11.0,368.75,8.25,44.69696807861328,0.0833333358168602,0.1111111119389534,16.5,1.3333333730697632,11.0,0.042733803391456604,1.4722222089767456,0.9166666865348816,40.97222137451172,3992.0,6.0,0
44.0,3.0,4131.0,785.0,0.5429999828338623,906.0,22.0,1.2000000476837158,0.19,302.0,7.333333492279053,151.0,3.6666667461395264,41.181819915771484,0.09090909361839294,0.1818181872367859,7.333333492279053,2.0,7.333333492279053,0.21931736171245575,1.3333333730697632,0.6666666865348816,27.454545974731445,1691.0,6.0,0
47.0,3.0,5624.0,1216.0,0.6909999847412109,3843.0,66.0,1.0,0.216,1921.5,33.0,640.5,11.0,58.227272033691406,0.06060606241226196,0.1818181872367859,22.0,3.0,33.0,0.683321475982666,1.424242377281189,2.0,116.45454406738281,5059.0,5.0,0
53.0,3.0,11909.0,1018.0,1.00600004196167,1938.0,53.0,0.656000018119812,0.085,1938.0,53.0,484.5,13.25,36.566036224365234,0.04651162773370743,0.09302325546741486,17.66666603088379,2.0,26.5,0.16273406147956848,1.2325581312179565,1.2325581312179565,45.069766998291016,2956.0,6.0,0
46.0,2.0,34516.0,1802.0,0.8709999918937683,7936.0,101.0,0.48500001430511475,0.052,1587.199951171875,20.200000762939453,7936.0,101.0,78.57425689697266,0.06451612710952759,0.032258063554763794,50.5,0.5,50.5,0.229922354221344,1.4838709831237793,3.2580645084381104,256.0,9738.0,9.0,0
50.0,5.0,8307.0,2517.0,1.7430000305175781,2293.0,36.0,0.800000011920929,0.303,1146.5,18.0,382.1666564941406,6.0,63.69444274902344,0.05000000074505806,0.15000000596046448,7.199999809265137,3.0,18.0,0.2760322690010071,1.25,0.8999999761581421,57.32500076293945,4810.0,4.0,0
40.0,2.0,34516.0,0.0,0.8339999914169312,3193.0,53.0,0.5590000152587891,0.0,1064.3333740234375,17.66666603088379,1064.3333740234375,17.66666603088379,60.24528121948242,0.03703703731298447,0.1111111119389534,26.5,3.0,53.0,0.09250782430171967,1.4814814329147339,1.9629629850387573,118.25926208496094,3193.0,6.0,0
45.0,1.0,2948.0,968.0,0.9459999799728394,7834.0,86.0,0.5090000033378601,0.328,2611.333251953125,28.66666603088379,3917.0,43.0,91.09302520751953,0.15625,0.0625,86.0,0.4000000059604645,17.200000762939453,2.6573948860168457,1.40625,2.6875,244.8125,8802.0,1.0,0
33.0,2.0,1507.0,0.0,0.7229999899864197,4698.0,87.0,0.8510000109672546,0.0,4698.0,87.0,2349.0,43.5,54.0,0.10000000149011612,0.10000000149011612,43.5,1.0,43.5,3.1174519062042236,1.649999976158142,4.349999904632568,234.89999389648438,4698.0,3.0,0
47.0,4.0,34516.0,0.0,0.5170000195503235,2020.0,33.0,0.375,0.0,673.3333129882812,11.0,673.3333129882812,11.0,61.212120056152344,0.0833333358168602,0.0833333358168602,8.25,1.0,11.0,0.05852358415722847,1.3055555820465088,0.9166666865348816,56.11111068725586,2020.0,4.0,1
51.0,1.0,4038.0,1237.0,0.6100000143051147,4188.0,68.0,0.5450000166893005,0.306,1396.0,22.66666603088379,837.5999755859375,13.600000381469727,61.588233947753906,0.05128205195069313,0.12820513546466827,68.0,2.5,34.0,1.037147045135498,1.307692289352417,1.7435897588729858,107.38461303710938,5425.0,1.0,0
48.0,1.0,2337.0,0.0,0.5860000252723694,5203.0,90.0,0.7649999856948853,0.0,1734.3333740234375,30.0,2601.5,45.0,57.81111145019531,0.15000000596046448,0.05000000074505806,90.0,0.3333333432674408,15.0,2.226358652114868,1.2000000476837158,2.25,130.0749969482422,5203.0,2.0,0
52.0,3.0,4950.0,1829.0,0.6710000038146973,4529.0,73.0,0.871999979019165,0.369,2264.5,36.5,1509.6666259765625,24.33333396911621,62.04109573364258,0.02777777798473835,0.0833333358168602,24.33333396911621,3.0,73.0,0.9149494767189026,1.4444444179534912,2.027777671813965,125.80555725097656,6358.0,3.0,0
33.0,4.0,6732.0,0.0,0.8560000061988831,1644.0,45.0,0.7310000061988831,0.0,822.0,22.5,411.0,11.25,36.53333282470703,0.08695652335882187,0.17391304671764374,11.25,2.0,22.5,0.2442067712545395,1.43478262424469,1.95652174949646,71.47826385498047,1644.0,1.0,0
39.0,2.0,6205.0,2517.0,0.9390000104904175,1204.0,19.0,0.7269999980926514,0.406,602.0,9.5,301.0,4.75,63.3684196472168,0.07407407462596893,0.14814814925193787,9.5,2.0,9.5,0.194037064909935,1.4444444179534912,0.7037037014961243,44.592594146728516,3721.0,4.0,0
53.0,2.0,2759.0,2223.0,1.3200000524520874,2093.0,42.0,1.0,0.806,697.6666870117188,14.0,418.6000061035156,8.399999618530273,49.83333206176758,0.12765957415103912,0.10638298094272614,21.0,0.8333333134651184,7.0,0.7586081624031067,1.127659559249878,0.8936170339584351,44.53191375732422,4316.0,3.0,0
50.0,3.0,14409.0,511.0,0.7990000247955322,2351.0,39.0,0.30000001192092896,0.035,783.6666870117188,13.0,783.6666870117188,13.0,60.28205108642578,0.0555555559694767,0.0833333358168602,13.0,1.5,19.5,0.16316191852092743,1.3888888359069824,1.0833333730697632,65.30555725097656,2862.0,6.0,1
53.0,2.0,5264.0,2169.0,0.37400001287460327,1219.0,27.0,0.5,0.412,406.3333435058594,9.0,243.8000030517578,5.400000095367432,45.14814758300781,0.06976744532585144,0.11627907305955887,13.5,1.6666666269302368,9.0,0.2315729409456253,1.2325581312179565,0.6279069781303406,28.34883689880371,3388.0,3.0,0
32.0,3.0,2576.0,1754.0,1.0269999504089355,2880.0,69.0,0.46799999475479126,0.681,2880.0,69.0,960.0,23.0,41.739131927490234,0.07692307978868484,0.11538461595773697,23.0,1.5,34.5,1.1180124282836914,1.2307692766189575,2.653846263885498,110.76923370361328,4634.0,2.0,0
29.0,2.0,2732.0,1746.0,1.027999997138977,4702.0,85.0,0.7710000276565552,0.639,2351.0,42.5,783.6666870117188,14.166666984558105,55.31764602661133,0.11999999731779099,0.23999999463558197,42.5,2.0,28.33333396911621,1.721083402633667,1.159999966621399,3.4000000953674316,188.0800018310547,6448.0,3.0,0
40.0,2.0,17606.0,1377.0,0.8610000014305115,8104.0,83.0,0.6269999742507935,0.078,2026.0,20.75,4052.0,41.5,97.63855743408203,0.0555555559694767,0.0555555559694767,41.5,1.0,41.5,0.4602976143360138,1.1111111640930176,2.305555582046509,225.11111450195312,9481.0,4.0,0
33.0,2.0,9857.0,0.0,0.6990000009536743,3448.0,103.0,0.6349999904632568,0.0,862.0,25.75,574.6666870117188,17.16666603088379,33.47572708129883,0.0833333358168602,0.25,51.5,3.0,51.5,0.349802166223526,1.375,4.291666507720947,143.6666717529297,3448.0,2.0,0
44.0,4.0,3203.0,2076.0,0.5429999828338623,1433.0,38.0,1.0,0.648,716.5,19.0,358.25,9.5,37.71052551269531,0.13513512909412384,0.10810811072587967,9.5,0.800000011920929,7.599999904632568,0.4473930597305298,1.1891891956329346,1.0270270109176636,38.72972869873047,3509.0,3.0,0
45.0,1.0,5771.0,2248.0,1.7910000085830688,1387.0,18.0,0.800000011920929,0.39,693.5,9.0,462.3333435058594,6.0,77.05555725097656,0.05882352963089943,0.0882352963089943,18.0,1.5,9.0,0.24033962190151215,1.3235293626785278,0.529411792755127,40.79411697387695,3635.0,1.0,0
36.0,1.0,1937.0,733.0,0.8259999752044678,4547.0,73.0,0.9729999899864197,0.378,4547.0,73.0,1515.6666259765625,24.33333396911621,62.28767013549805,0.095238097012043,0.1428571492433548,73.0,1.5,36.5,2.347444534301758,1.7142857313156128,3.4761905670166016,216.5238037109375,5280.0,0.0,0
58.0,3.0,1508.0,0.0,0.4580000042915344,1990.0,31.0,0.19200000166893005,0.0,663.3333129882812,10.333333015441895,995.0,15.5,64.19355010986328,0.0555555559694767,0.0555555559694767,10.333333015441895,1.0,15.5,1.3196285963058472,1.6111111640930176,0.8611111044883728,55.27777862548828,1990.0,0.0,1
